Image_name_Type,EncodedPixels
11808Date_05_08_2019.jpg_armature,109348 438 110052 438 110756 438 111460 438 112164 438 112868 438 113572 438 114276 438 114980 438 115684 438 116388 438 117092 438 117796 438 118500 438 119204 438 119908 438 120612 438 121316 438 122020 438 122724 438 123428 438 124132 438 124836 438 125540 438 126244 438 126948 438 127652 438 128356 438 129060 438 129764 438 130468 438 131172 438 131876 438 132580 438 133284 438 133988 438 134692 438 135396 438 136100 438 136804 438 137508 438 138212 438 138916 438 139620 438 140324 438 141028 438 141732 438 142436 438 143140 438 143844 438 144548 438 145252 438 145956 438 146660 438 147364 438 148068 438 148772 438 149476 438 150180 438 150884 438 151588 438 152292 438 152996 438 153700 438 154404 438 155108 438 155812 438 156516 438 157220 438 157924 438 158628 438 159332 438 160036 438 160740 438 161444 438 162148 438 162852 438 163556 438 164260 438 164964 438 165668 438 166372 438 167076 438 167780 438 168484 438 169188 438 169892 438 170596 438 171300 438 172004 438 172708 438 173412 438 174116 438 174820 438 175524 438 176228 438 176932 438 177636 438 178340 438 179044 438 179748 438 180452 438 181156 438 181860 438 182564 438 183268 438 183972 438 184676 438 185380 438 186084 438 186788 438 187492 438 188196 438 188900 438 189604 438 190308 438 191012 438 191716 438 192420 438 193124 438 193828 438 194532 438 195236 438 195940 438 196644 438 197348 438 198052 438 198756 438 199460 438 200164 438 200868 438 201572 438 202276 438 202980 438 203684 438 204388 438 205092 438 205796 438 206500 438 207204 438 207908 438 208612 438 209316 438 210020 438 210724 438 211428 438 212132 438 212836 438 213540 438 214244 438 214948 438 215652 438 216356 438 217060 438 217764 438 218468 438 219172 438 219876 438 220580 438 221284 438 221988 438 222692 438 223396 438 224100 438 224804 438 225508 438 226212 438 226916 438 227620 438 228324 438 229028 438 229732 438 230436 438 231140 438 
11808Date_05_08_2019.jpg_wood,1 1
11808Date_05_08_2019.jpg_other,1 1
7044Date_04_08_2019.jpg_armature,448 245 1152 245 1856 245 2560 245 3264 245 3968 245 4672 245 5376 245 6080 245 6784 245 7488 245 8192 245 8896 245 9600 245 10304 245 11008 245 11712 245 12416 245 13120 245 13824 245 14528 245 15232 245 15936 245 16640 245 17344 245 18048 245 18752 245 19456 245 20160 245 20864 245 21568 245 22272 245 22976 245 23680 245 24384 245 25088 245 25792 245 26496 245 27200 245 27904 245 28608 245 29312 245 30016 245 30720 245 31424 245 32128 245 32832 245 33536 245 34240 245 34944 245 35648 245 36352 245 37056 245 37760 245 38464 245 39168 245 39872 245 40576 245 41280 245 41984 245 42688 245 43392 245 44096 245 44800 245 45504 245 46208 245 46912 245 47616 245 48320 245 49024 245 49728 245 50432 245 51136 245 51840 245 52544 245 53248 245 53952 245 54656 245 55360 245 56064 245 56768 245 57472 245 58176 245 58880 245 59584 245 60288 245 60992 245 61696 245 62400 245 63104 245 63808 245 64512 245 65216 245 65920 245 66624 245 67328 245 68032 245 68736 245 69440 245 70144 245 70848 245 71552 245 72256 245 72960 245 73664 245 74368 245 75072 245 75776 245 76480 245 77184 245 77888 245 78592 245 79296 245 80000 245 80704 245 81408 245 82112 245 82816 245 83520 245 84224 245 84928 245 85632 245 86336 245 87040 245 87744 245 88448 245 89152 245 89856 245 90560 245 91264 245 91968 245 92672 245 93376 245 94080 245 94784 245 95488 245 96192 245 96896 245 97600 245 98304 245 99008 245 99712 245 100416 245 101120 245 101824 245 102528 245 103232 245 103936 245 104640 245 105344 245 106048 245 106752 245 107456 245 108160 245 108864 245 109568 245 110272 245 110976 245 111680 245 112384 245 
7044Date_04_08_2019.jpg_wood,1 1
7044Date_04_08_2019.jpg_other,1 1
2580Date_02_08_2019.jpg_armature,46611 211 47315 211 48019 211 48723 211 49427 211 50131 211 50835 211 51539 211 52243 211 52947 211 53651 211 54355 211 55059 211 55763 211 56467 211 57171 211 57875 211 58579 211 59283 211 59987 211 60691 211 61395 211 62099 211 62803 211 63507 211 64211 211 64915 211 65619 211 66323 211 67027 211 67731 211 68435 211 69139 211 69843 211 70547 211 71251 211 71955 211 72659 211 73363 211 74067 211 74771 211 75475 211 76179 211 76883 211 77587 211 78291 211 78995 211 79699 211 80403 211 81107 211 81811 211 82515 211 83219 211 83923 211 84627 211 85331 211 86035 211 86739 211 87443 211 88147 211 88851 211 89555 211 90259 211 90963 211 91667 211 92371 211 93075 211 93779 211 94483 211 95187 211 95891 211 96595 211 97299 211 98003 211 98707 211 99411 211 100115 211 100819 211 101523 211 102227 211 102931 211 103635 211 104339 211 105043 211 105747 211 106451 211 107155 211 107859 211 108563 211 109267 211 109971 211 110675 211 111379 211 112083 211 112787 211 113491 211 114195 211 114899 211 115603 211 116307 211 117011 211 117715 211 118419 211 119123 211 119827 211 120531 211 121235 211 121939 211 122643 211 123347 211 124051 211 124755 211 125459 211 126163 211 126867 211 127571 211 128275 211 128979 211 129683 211 130387 211 131091 211 131795 211 132499 211 133203 211 133907 211 134611 211 135315 211 136019 211 136723 211 137427 211 138131 211 138835 211 139539 211 140243 211 140947 211 141651 211 142355 211 143059 211 143763 211 144467 211 145171 211 145875 211 146579 211 147283 211 147987 211 148691 211 149395 211 150099 211 150803 211 151507 211 152211 211 152915 211 153619 211 154323 211 155027 211 155731 211 156435 211 157139 211 157843 211 158547 211 159251 211 159955 211 160659 211 161363 211 162067 211 162771 211 163475 211 164179 211 164883 211 165587 211 166291 211 166995 211 167699 211 168403 211 169107 211 169811 211 170515 211 171219 211 171923 211 172627 211 173331 211 174035 211 174739 211 175443 211 176147 211 176851 211 177555 211 178259 211 178963 211 179667 211 180371 211 181075 211 181779 211 182483 211 183187 211 183891 211 184595 211 185299 211 186003 211 186707 211 187411 211 188115 211 188819 211 189523 211 190227 211 190931 211 191635 211 192339 211 193043 211 193747 211 194451 211 195155 211 195859 211 196563 211 197267 211 197971 211 198675 211 199379 211 200083 211 200787 211 201491 211 202195 211 202899 211 203603 211 204307 211 205011 211 205715 211 206419 211 207123 211 207827 211 208531 211 209235 211 209939 211 210643 211 211347 211 212051 211 212755 211 213459 211 214163 211 214867 211 215571 211 216275 211 216979 211 217683 211 218387 211 219091 211 219795 211 220499 211 221203 211 221907 211 222611 211 223315 211 224019 211 224723 211 225427 211 226131 211 226835 211 227539 211 228243 211 228947 211 229651 211 230355 211 231059 211 231763 211 232467 211 
2580Date_02_08_2019.jpg_wood,1 1
2580Date_02_08_2019.jpg_other,1 1
10445Date_05_08_2019.jpg_armature,157888 306 158592 306 159296 306 160000 306 160704 306 161408 306 162112 306 162816 306 163520 306 164224 306 164928 306 165632 306 166336 306 167040 306 167744 306 168448 306 169152 306 169856 306 170560 306 171264 306 171968 306 172672 306 173376 306 174080 306 174784 306 175488 306 176192 306 176896 306 177600 306 178304 306 179008 306 179712 306 180416 306 181120 306 181824 306 182528 306 183232 306 183936 306 184640 306 185344 306 186048 306 186752 306 187456 306 188160 306 188864 306 189568 306 190272 306 190976 306 191680 306 192384 306 193088 306 193792 306 194496 306 195200 306 195904 306 196608 306 197312 306 198016 306 198720 306 199424 306 200128 306 200832 306 201536 306 202240 306 202944 306 203648 306 204352 306 205056 306 205760 306 206464 306 207168 306 207872 306 240081 345 240785 345 241489 345 242193 345 242897 345 243601 345 244305 345 245009 345 245713 345 246417 345 247121 345 247825 345 248529 345 249233 345 249937 345 250641 345 251345 345 252049 345 252753 345 253457 345 254161 345 254865 345 255569 345 256273 345 256977 345 257681 345 258385 345 259089 345 259793 345 260497 345 261201 345 261905 345 262609 345 263313 345 264017 345 264721 345 265425 345 266129 345 266833 345 267537 345 268241 345 268945 345 269649 345 270353 345 271057 345 271761 345 272465 345 273169 345 273873 345 274577 345 275281 345 275985 345 276689 345 277393 345 278097 345 278801 345 279505 345 280209 345 280913 345 281617 345 282321 345 283025 345 283729 345 284433 345 285137 345 285841 345 286545 345 287249 345 287953 345 288657 345 289361 345 290065 345 290769 345 291473 345 292177 345 292881 345 293585 345 
10445Date_05_08_2019.jpg_wood,1 1
10445Date_05_08_2019.jpg_other,1 1
3122Date_02_08_2019.jpg_armature,126173 419 126877 419 127581 419 128285 419 128989 419 129693 419 130397 419 131101 419 131805 419 132509 419 133213 419 133917 419 134621 419 135325 419 136029 419 136733 419 137437 419 138141 419 138845 419 139549 419 140253 419 140957 419 141661 419 142365 419 143069 419 143773 419 144477 419 145181 419 145885 419 146589 419 147293 419 147997 419 148701 419 149405 419 150109 419 150813 419 151517 419 152221 419 152925 419 153629 419 154333 419 155037 419 155741 419 156445 419 157149 419 157853 419 158557 419 159261 419 159965 419 160669 419 161373 419 162077 419 162781 419 163485 419 164189 419 164893 419 165597 419 166301 419 167005 419 167709 419 168413 419 169117 419 169821 419 170525 419 171229 419 171933 419 172637 419 173341 419 174045 419 174749 419 175453 419 176157 419 176861 419 177565 419 178269 419 178973 419 179677 419 180381 419 181085 419 181789 419 182493 419 183197 419 183901 419 184605 419 185309 419 186013 419 186717 419 187421 419 188125 419 188829 419 189533 419 190237 419 190941 419 191645 419 192349 419 193053 419 193757 419 194461 419 195165 419 195869 419 196573 419 197277 419 197981 419 198685 419 199389 419 200093 419 200797 419 201501 419 202205 419 202909 419 203613 419 204317 419 205021 419 205725 419 206429 419 207133 419 207837 419 208541 419 209245 419 209949 419 210653 419 211357 419 212061 419 212765 419 213469 419 214173 419 214877 419 215581 419 216285 419 216989 419 217693 419 218397 419 219101 419 219805 419 220509 419 221213 419 221917 419 222621 419 223325 419 224029 419 224733 419 225437 419 226141 419 226845 419 227549 419 228253 419 228957 419 229661 419 230365 419 231069 419 231773 419 232477 419 233181 419 233885 419 234589 419 235293 419 235997 419 236701 419 237405 419 238109 419 238813 419 239517 419 240221 419 240925 419 241629 419 242333 419 243037 419 243741 419 244445 419 245149 419 245853 419 246557 419 247261 419 247965 419 248669 419 249373 419 250077 419 250781 419 251485 419 252189 419 252893 419 253597 419 254301 419 255005 419 255709 419 256413 419 257117 419 257821 419 258525 419 259229 419 259933 419 260637 419 261341 419 262045 419 262749 419 263453 419 264157 419 264861 419 265565 419 266269 419 266973 419 267677 419 268381 419 269085 419 269789 419 270493 419 271197 419 271901 419 272605 419 273309 419 274013 419 274717 419 275421 419 276125 419 276829 419 277533 419 278237 419 278941 419 279645 419 280349 419 281053 419 281757 419 282461 419 283165 419 283869 419 284573 419 285277 419 285981 419 286685 419 287389 419 288093 419 288797 419 289501 419 290205 419 290909 419 291613 419 292317 419 293021 419 293725 419 294429 419 295133 419 295837 419 
3122Date_02_08_2019.jpg_wood,1 1
3122Date_02_08_2019.jpg_other,1 1
14057Date_06_08_2019.jpg_armature,48020 301 48724 301 49428 301 50132 301 50836 301 51540 301 52244 301 52948 301 53652 301 54356 301 55060 301 55764 301 56468 301 57172 301 57876 301 58580 301 59284 301 59988 301 60692 301 61396 301 62100 301 62804 301 63508 301 64212 301 64916 301 65620 301 66324 301 67028 301 67732 301 68436 301 69140 301 69844 301 70548 301 71252 301 71956 301 72660 301 73364 301 74068 301 74772 301 75476 301 76180 301 76884 301 77588 301 78292 301 78996 301 79700 301 80404 301 81108 301 81812 301 82516 301 83220 301 83924 301 84628 301 85332 301 86036 301 86740 301 87444 301 88148 301 88852 301 89556 301 90260 301 90964 301 91668 301 92372 301 93076 301 93780 301 94484 301 95188 301 95892 301 96596 301 97300 301 98004 301 98708 301 99412 301 100116 301 100820 301 101524 301 102228 301 102932 301 103636 301 104340 301 105044 301 105748 301 106452 301 107156 301 107860 301 108564 301 109268 301 109972 301 110676 301 111380 301 112084 301 112788 301 113492 301 114196 301 114900 301 115604 301 116308 301 117012 301 117716 301 118420 301 119124 301 119828 301 120532 301 121236 301 121940 301 122644 301 123348 301 124052 301 124756 301 125460 301 126164 301 126868 301 127572 301 128276 301 128980 301 129684 301 130388 301 131092 301 131796 301 132500 301 133204 301 133908 301 134612 301 135316 301 136020 301 136724 301 137428 301 138132 301 138836 301 139540 301 140244 301 140948 301 141652 301 142356 301 143060 301 143764 301 144468 301 145172 301 145876 301 146580 301 147284 301 147988 301 148692 301 149396 301 150100 301 150804 301 151508 301 152212 301 152916 301 153620 301 154324 301 155028 301 155732 301 156436 301 157140 301 157844 301 158548 301 159252 301 159956 301 160660 301 161364 301 162068 301 162772 301 163476 301 164180 301 164884 301 165588 301 166292 301 166996 301 167700 301 168404 301 169108 301 169812 301 170516 301 171220 301 171924 301 172628 301 173332 301 174036 301 174740 301 175444 301 176148 301 176852 301 177556 301 178260 301 178964 301 179668 301 180372 301 181076 301 181780 301 182484 301 183188 301 183892 301 184596 301 185300 301 186004 301 186708 301 187412 301 188116 301 188820 301 189524 301 190228 301 190932 301 191636 301 192340 301 193044 301 193748 301 194452 301 195156 301 195860 301 196564 301 197268 301 197972 301 198676 301 199380 301 200084 301 200788 301 201492 301 202196 301 202900 301 203604 301 204308 301 205012 301 205716 301 206420 301 207124 301 207828 301 208532 301 209236 301 209940 301 210644 301 211348 301 212052 301 212756 301 213460 301 214164 301 214868 301 215572 301 216276 301 216980 301 217684 301 218388 301 219092 301 219796 301 220500 301 221204 301 221908 301 222612 301 223316 301 224020 301 224724 301 225428 301 226132 301 226836 301 227540 301 228244 301 228948 301 229652 301 230356 301 231060 301 231764 301 232468 301 
14057Date_06_08_2019.jpg_wood,1 1
14057Date_06_08_2019.jpg_other,1 1
32881Date_13_08_2019.jpg_armature,67398 187 68102 187 68806 187 69510 187 70214 187 70918 187 71622 187 72326 187 73030 187 73734 187 74438 187 75142 187 75846 187 76550 187 77254 187 77958 187 78662 187 79366 187 80070 187 80774 187 81478 187 82182 187 82886 187 83590 187 84294 187 84998 187 85702 187 86406 187 87110 187 87814 187 88518 187 89222 187 89926 187 90630 187 91334 187 92038 187 92742 187 93446 187 94150 187 94854 187 95558 187 96262 187 96966 187 97670 187 98374 187 99078 187 99782 187 100486 187 101190 187 101894 187 102598 187 103302 187 104006 187 104710 187 105414 187 106118 187 106822 187 107526 187 108230 187 108934 187 109638 187 110342 187 111046 187 111750 187 112454 187 113158 187 113862 187 114566 187 115270 187 115974 187 116678 187 117382 187 118086 187 118790 187 119494 187 120198 187 120902 187 121606 187 122310 187 123014 187 123718 187 124422 187 125126 187 125830 187 126534 187 127238 187 127942 187 128646 187 129350 187 130054 187 130758 187 131462 187 132166 187 132870 187 133574 187 134278 187 134982 187 135686 187 136390 187 137094 187 137798 187 138502 187 139206 187 139910 187 140614 187 141318 187 142022 187 142726 187 143430 187 144134 187 144838 187 145542 187 146246 187 146950 187 147654 187 148358 187 149062 187 149766 187 150470 187 151174 187 151878 187 152582 187 153286 187 153990 187 154694 187 155398 187 156102 187 156806 187 157510 187 158214 187 158918 187 159622 187 160326 187 161030 187 161734 187 162438 187 163142 187 163846 187 164550 187 165254 187 165958 187 166662 187 167366 187 168070 187 168774 187 169478 187 170182 187 170886 187 171590 187 172294 187 172998 187 173702 187 174406 187 175110 187 175814 187 176518 187 177222 187 177926 187 178630 187 179334 187 180038 187 180742 187 181446 187 182150 187 182854 187 183558 187 184262 187 184966 187 185670 187 186374 187 187078 187 187782 187 188486 187 189190 187 189894 187 190598 187 191302 187 192006 187 192710 187 193414 187 194118 187 194822 187 195526 187 196230 187 196934 187 197638 187 198342 187 199046 187 199750 187 200454 187 201158 187 201862 187 202566 187 203270 187 203974 187 204678 187 205382 187 206086 187 206790 187 207494 187 208198 187 208902 187 209606 187 210310 187 211014 187 211718 187 212422 187 213126 187 213830 187 214534 187 215238 187 215942 187 216646 187 217350 187 218054 187 218758 187 219462 187 220166 187 220870 187 221574 187 222278 187 222982 187 223686 187 224390 187 225094 187 225798 187 226502 187 227206 187 227910 187 228614 187 229318 187 230022 187 230726 187 231430 187 232134 187 232838 187 233542 187 234246 187 234950 187 235654 187 236358 187 237062 187 237766 187 238470 187 239174 187 239878 187 240582 187 241286 187 241990 187 242694 187 243398 187 244102 187 244806 187 245510 187 246214 187 246918 187 247622 187 248326 187 249030 187 249734 187 250438 187 251142 187 251846 187 252550 187 253254 187 253958 187 254662 187 255366 187 256070 187 256774 187 257478 187 258182 187 258886 187 259590 187 260294 187 260998 187 261702 187 262406 187 263110 187 263814 187 264518 187 265222 187 265926 187 266630 187 267334 187 268038 187 268742 187 269446 187 270150 187 270854 187 271558 187 272262 187 272966 187 273670 187 274374 187 275078 187 275782 187 276486 187 277190 187 277894 187 278598 187 279302 187 280006 187 280710 187 281414 187 282118 187 282822 187 283526 187 284230 187 284934 187 285638 187 286342 187 287046 187 287750 187 288454 187 289158 187 289862 187 290566 187 291270 187 291974 187 292678 187 293382 187 294086 187 294790 187 295494 187 
